:mode=ask
:IOAccess;Application;Topic;AdviseActive;DDEProtocol
"plc9";"finsgtwy";"plc9";Yes;No
"plc8";"finsgtwy";"plc8";Yes;No
"plc1";"finsgtwy";"plc1";Yes;No
"plc6";"finsgtwy";"plc6";Yes;No
"plc5";"finsgtwy";"plc5";Yes;No
"plc4";"finsgtwy";"plc4";Yes;No
"plc3";"finsgtwy";"plc3";Yes;No
"plc2";"finsgtwy";"plc2";Yes;No
"MODBUS_STATUS";"VIEW";"IOSTATUS";Yes;No
"INT";"modbus";"INT";Yes;Yes
"plc7";"finsgtwy";"plc7";Yes;No
"INTOUCH";"finsgtwy";"INTOUCH";Yes;No
:MemoryDisc;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;InitialDisc;OffMsg;OnMsg;AlarmState;AlarmPri;AlarmComment;AlarmAckModel;DSCAlarmDisable;DSCAlarmInhibitor
"MH\RESET\176";"$System";"Сброс счетчика моточасов 176";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.06";No;"МЧ : Сброс счетчика моточасов 176";0;0;""
"MH\RESET\175";"$System";"Сброс счетчика моточасов 175";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.05";No;"МЧ : Сброс счетчика моточасов 175";0;0;""
"MH\RESET\174";"$System";"Сброс счетчика моточасов 174";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.04";No;"МЧ : Сброс счетчика моточасов 174";0;0;""
"MH\RESET\173";"$System";"Сброс счетчика моточасов 173";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.03";No;"МЧ : Сброс счетчика моточасов 173";0;0;""
"MH\RESET\172";"$System";"Сброс счетчика моточасов 172";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.02";No;"МЧ : Сброс счетчика моточасов 172";0;0;""
"MH\RESET\170";"$System";"Сброс счетчика моточасов 170";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.01";No;"МЧ : Сброс счетчика моточасов 170";0;0;""
"MH\RESET\169";"$System";"Сброс счетчика моточасов 169";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6011.00";No;"МЧ : Сброс счетчика моточасов 169";0;0;""
"MH\RESET\124";"$System";"Сброс счетчика моточасов 124";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.09";No;"МЧ : Сброс счетчика моточасов 124";0;0;""
"MH\RESET\125";"$System";"Сброс счетчика моточасов 125";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.08";No;"МЧ : Сброс счетчика моточасов 125";0;0;""
"MH\RESET\331";"$System";"Сброс счетчика моточасов 331";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.07";No;"МЧ : Сброс счетчика моточасов 331";0;0;""
"MH\RESET\301";"$System";"Сброс счетчика моточасов 301";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.06";No;"МЧ : Сброс счетчика моточасов 301";0;0;""
"MH\RESET\271";"$System";"Сброс счетчика моточасов 271";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.05";No;"МЧ : Сброс счетчика моточасов 271";0;0;""
"MH\RESET\95";"$System";"Сброс счетчика моточасов 95";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.04";No;"МЧ : Сброс счетчика моточасов 95";0;0;""
"MH\RESET\97";"$System";"Сброс счетчика моточасов 97";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.03";No;"МЧ : Сброс счетчика моточасов 97";0;0;""
"MH\RESET\81";"$System";"Сброс счетчика моточасов 81";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.02";No;"МЧ : Сброс счетчика моточасов 81";0;0;""
"MH\RESET\72";"$System";"Сброс счетчика моточасов 72";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.01";No;"МЧ : Сброс счетчика моточасов 72";0;0;""
"MH\RESET\71";"$System";"Сброс счетчика моточасов 71";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6010.00";No;"МЧ : Сброс счетчика моточасов 71";0;0;""
"PRM68\FRM";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;620;Direct;"plc2";No;"4921.02";Yes;"ПРМ 68 : Режим ''Местный''";0;0;""
"PRM68\FRA";"$System";"Режим ''Автомат''";No;No;0;No;Off;"";"";On;620;Direct;"plc2";No;"4921.03";Yes;"ПРМ 68 : Режим ''Автомат''";0;0;""
"MH\RESET\87";"$System";"Сброс счетчика моточасов 87";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.06";No;"МЧ : Сброс счетчика моточасов 87";0;0;""
"MH\RESET\88";"$System";"Сброс счетчика моточасов 88";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.07";No;"МЧ : Сброс счетчика моточасов 88";0;0;""
"MH\RESET\90";"$System";"Сброс счетчика моточасов 90";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.08";No;"МЧ : Сброс счетчика моточасов 90";0;0;""
"MH\RESET\91";"$System";"Сброс счетчика моточасов 91";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.09";No;"МЧ : Сброс счетчика моточасов 91";0;0;""
"MH\RESET\99";"$System";"Сброс счетчика моточасов 99";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.10";No;"МЧ : Сброс счетчика моточасов 99";0;0;""
"MH\RESET\100";"$System";"Сброс счетчика моточасов 100";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.11";No;"МЧ : Сброс счетчика моточасов 100";0;0;""
"MH\RESET\264P";"$System";"Сброс счетчика моточасов 264 Пр";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.12";No;"МЧ : Сброс счетчика моточасов 264 Пр";0;0;""
"MH\RESET\264M";"$System";"Сброс счетчика моточасов 264 Мн";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.13";No;"МЧ : Сброс счетчика моточасов 264 Мн";0;0;""
"MH\RESET\265P";"$System";"Сброс счетчика моточасов 265 Пр";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.14";No;"МЧ : Сброс счетчика моточасов 265 Пр";0;0;""
"MH\RESET\265M";"$System";"Сброс счетчика моточасов 265 Мн";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6012.15";No;"МЧ : Сброс счетчика моточасов 265 Мн";0;0;""
"MH\RESET\1";"$System";"Сброс счетчика моточасов Л1";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.00";No;"МЧ : Сброс счетчика моточасов Л1";0;0;""
"MH\RESET\2";"$System";"Сброс счетчика моточасов Л2";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.01";No;"МЧ : Сброс счетчика моточасов Л2";0;0;""
"MH\RESET\3";"$System";"Сброс счетчика моточасов Л3";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.02";No;"МЧ : Сброс счетчика моточасов Л3";0;0;""
"MH\RESET\4";"$System";"Сброс счетчика моточасов Л4";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.03";No;"МЧ : Сброс счетчика моточасов Л4";0;0;""
"MH\RESET\5";"$System";"Сброс счетчика моточасов Л5";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.04";No;"МЧ : Сброс счетчика моточасов Л5";0;0;""
"MH\RESET\6";"$System";"Сброс счетчика моточасов Л6";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.05";No;"МЧ : Сброс счетчика моточасов Л6";0;0;""
"MH\RESET\1A";"$System";"Сброс счетчика моточасов Л1А";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.06";No;"МЧ : Сброс счетчика моточасов Л1А";0;0;""
"MH\RESET\273";"$System";"Сброс счетчика моточасов 273";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.07";No;"МЧ : Сброс счетчика моточасов 273";0;0;""
"MH\RESET\274";"$System";"Сброс счетчика моточасов 274";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.08";No;"МЧ : Сброс счетчика моточасов 274";0;0;""
"MH\RESET\275";"$System";"Сброс счетчика моточасов 275";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.09";No;"МЧ : Сброс счетчика моточасов 275";0;0;""
"MH\RESET\303";"$System";"Сброс счетчика моточасов 303";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.10";No;"МЧ : Сброс счетчика моточасов 303";0;0;""
"MH\RESET\304";"$System";"Сброс счетчика моточасов 304";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.11";No;"МЧ : Сброс счетчика моточасов 304";0;0;""
"MH\RESET\305";"$System";"Сброс счетчика моточасов 305";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.12";No;"МЧ : Сброс счетчика моточасов 305";0;0;""
"MH\RESET\333";"$System";"Сброс счетчика моточасов 333";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.13";No;"МЧ : Сброс счетчика моточасов 333";0;0;""
"MH\RESET\334";"$System";"Сброс счетчика моточасов 334";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.14";No;"МЧ : Сброс счетчика моточасов 334";0;0;""
"MH\RESET\101";"$System";"Сброс счетчика моточасов 101";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6014.15";No;"МЧ : Сброс счетчика моточасов 101";0;0;""
"MH\RESET\102";"$System";"Сброс счетчика моточасов 102";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6015.00";No;"МЧ : Сброс счетчика моточасов 102";0;0;""
"MH\ON\173";"$System";"Признак работы для OMRON 173";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.00";No;"МЧ : Признак работы для OMRON 173";0;0;""
"MH\ON\174";"$System";"Признак работы для OMRON 174";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.01";No;"МЧ : Признак работы для OMRON 174";0;0;""
"MH\ON\175";"$System";"Признак работы для OMRON 175";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.02";No;"МЧ : Признак работы для OMRON 175";0;0;""
"MH\ON\186";"$System";"Признак работы для OMRON 186";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.03";No;"МЧ : Признак работы для OMRON 186";0;0;""
"MH\ON\187";"$System";"Признак работы для OMRON 187";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.04";No;"МЧ : Признак работы для OMRON 187";0;0;""
"MH\ON\169";"$System";"Признак работы для OMRON 169";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.05";No;"МЧ : Признак работы для OMRON 169";0;0;""
"MH\ON\170";"$System";"Признак работы для OMRON 170";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.06";No;"МЧ : Признак работы для OMRON 170";0;0;""
"MH\ON\172";"$System";"Признак работы для OMRON 172";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.07";No;"МЧ : Признак работы для OMRON 172";0;0;""
"MH\ON\206";"$System";"Признак работы для OMRON 206";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.08";No;"МЧ : Признак работы для OMRON 206";0;0;""
"MH\ON\207";"$System";"Признак работы для OMRON 207";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.09";No;"МЧ : Признак работы для OMRON 207";0;0;""
"MH\ON\208";"$System";"Признак работы для OMRON 208";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.10";No;"МЧ : Признак работы для OMRON 208";0;0;""
"MH\ON\209";"$System";"Признак работы для OMRON 209";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.11";No;"МЧ : Признак работы для OMRON 209";0;0;""
"MH\ON\176";"$System";"Признак работы для OMRON 176";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.12";No;"МЧ : Признак работы для OMRON 176";0;0;""
"MH\ON\191";"$System";"Признак работы для OMRON 191";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.13";No;"МЧ : Признак работы для OMRON 191";0;0;""
"MH\ON\200";"$System";"Признак работы для OMRON 200";No;No;0;No;Off;"";"";On;1;Direct;"plc5";No;"6009.14";No;"МЧ : Признак работы для OMRON 200";0;0;""
"MBLOCK\ON";"$System";"Включить блокировку по таймеру";No;No;0;No;Off;"";"";On;720;Direct;"plc6";No;"5814.01";No;"ГК : Включить блокировку по таймеру";0;0;""
"MBLOCK\OFF";"$System";"Выключить блокировку по таймеру";No;No;0;No;Off;"";"";On;720;Direct;"plc6";No;"5814.02";No;"ГК : Выключить блокировку по таймеру";0;0;""
"MBLOCK\F01";"$System";"Блокировка по таймеру";No;No;0;No;Off;"";"";On;720;Direct;"plc6";No;"5814.03";Yes;"ГК : Блокировка по таймеру";0;0;""
"MH\RESET\1K";"$System";"Сброс счетчика моточасов 1";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.00";No;"МЧ : Сброс счетчика моточасов 1";0;0;""
"MH\RESET\6K";"$System";"Сброс счетчика моточасов 6";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.01";No;"МЧ : Сброс счетчика моточасов 6";0;0;""
"MH\RESET\11";"$System";"Сброс счетчика моточасов 11";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.02";No;"МЧ : Сброс счетчика моточасов 11";0;0;""
"MH\RESET\51";"$System";"Сброс счетчика моточасов 51";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.03";No;"МЧ : Сброс счетчика моточасов 51";0;0;""
"GO13\F20";"$System";"Шайба включена";No;No;0;No;Off;"";"";On;750;Direct;"plc2";No;"4914.07";Yes;"ЖО 13 : Шайба включена";0;0;""
"MH\RESET\264E";"$System";"Сброс счетчика моточасов 264E";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6013.00";No;"МЧ : Сброс счетчика моточасов 264E";0;0;""
"N163P\F03";"$System";"Отказ";No;No;0;No;Off;"";"";On;620;Direct;"plc5";No;"D4044.00";Yes;"Н 163 Пч :Отказ";0;0;""
"N163P\F04";"$System";"Перегрузка по току";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.00";Yes;"Н 163 Пч :Перегрузка по току";0;0;""
"N163P\F02";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc5";No;"D4043.15";Yes;"Н 163 Пч :Авария";0;0;""
"P53K\F11";"$System";"Блокировка по моментам - ВКЛЮЧЕНА";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.04";Yes;"П 53 : Блокировка по моментам - ВКЛЮЧЕНА";0;0;""
"P53K\F12";"$System";"Блокировка по моментам";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.00";Yes;"П 53 : Блокировка по моментам";0;0;""
"P53K\ON_BLOK3_O";"$System";"Включить блокировку помоментам";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.02";No;"П 53 : Включить блокировку помоментам";0;0;""
"P53K\OFF_BLOK3_O";"$System";"Отключить блокировку по моментам";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.03";No;"П 53 : Отключить блокировку по моментам";0;0;""
"P53K\F13";"$System";"Блокировка по плотности - ВКЛЮЧЕНА";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.07";Yes;"П53 : Блокировка по плотности - ВКЛЮЧЕНА";0;0;""
"P53K\F14";"$System";"Блокировка по плотности";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.08";Yes;"П53 : Блокировка по плотности";0;0;""
"P53K\ON_BLOK4_O";"$System";"Включить блокировку по плотности";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.05";No;"П53 : Включить блокировку по плотности";0;0;""
"P53K\OFF_BLOK4_O";"$System";"Отключить блокировку по плотности";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5827.06";No;"П53 : Отключить блокировку по плотности";0;0;""
"N163P\F01";"$System";"Работает";No;No;0;No;Off;"";"";On;620;Direct;"plc5";No;"D4043.03";Yes;"Н 163 Пч :Работает";0;0;""
"N163P\F05";"$System";"Повышенное U=";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.01";Yes;"Н 163 Пч :Повышенное U=";0;0;""
"N163P\F06";"$System";"Перегрев ПЧ";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.02";Yes;"Н 163 Пч :Перегрев ПЧ";0;0;""
"N163P\F07";"$System";"Короткое замыкание";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.03";Yes;"Н 163 Пч :Короткое замыкание";0;0;""
"N163P\F09";"$System";"Перегрев двигателя";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.08";Yes;"Н 163 Пч :Перегрев двигателя";0;0;""
"N163P\F10";"$System";"Блокировка вала двигателя";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.11";Yes;"Н 163 Пч :Блокировка вала двигателя";0;0;""
"N163P\F11";"$System";"Замыкание на землю";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4045.15";Yes;"Н 163 Пч :Замыкание на землю";0;0;""
"N163P\F12";"$System";"Недогрузка";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.00";Yes;"Н 163 Пч :Недогрузка";0;0;""
"N163P\F13";"$System";"Отказ термист.";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.01";Yes;"Н 163 Пч :Отказ термист.";0;0;""
"N163P\F14";"$System";"Сбой внутр. Связи";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.02";Yes;"Н 163 Пч :Сбой внутр. Связи";0;0;""
"N163P\F15";"$System";"Наруш. Внутр. Питания";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.03";Yes;"Н 163 Пч :Наруш. Внутр. Питания";0;0;""
"N163P\F16";"$System";"Внутр. Измер. Тока";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.04";Yes;"Н 163 Пч :Внутр. Измер. Тока";0;0;""
"N163P\F17";"$System";"Нет фазы сети";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.05";Yes;"Н 163 Пч :Нет фазы сети";0;0;""
"N163P\F18";"$System";"Нет фазы двигателя";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.14";Yes;"Н 163 Пч :Нет фазы двигателя";0;0;""
"N163P\F19";"$System";"Выходной кабель";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"D4046.15";Yes;"Н 163 Пч :Выходной кабель";0;0;""
"N163P\F20";"$System";"Нет связи с инвертором ";No;No;0;No;Off;"";"";On;320;Direct;"plc5";No;"5463.13";Yes;"Н 163 Пч :Нет связи с инвертором ";0;0;""
"N238\F00";"$System";"Отключен автомат цепей управления";No;No;0;No;Off;"";"";On;320;Direct;"plc9";No;"3810.00";Yes;"Н 238 : Отключен автомат цепей управления";0;0;""
"N238\F01";"$System";"Отключен автомат силовых цепей";No;No;0;No;Off;"";"";On;320;Direct;"plc9";No;"3810.01";Yes;"Н 238 : Отключен автомат силовых цепей";0;0;""
"N238\F02";"$System";"Нажата кнопка ''СТОП''";No;No;0;No;Off;"";"";On;320;Direct;"plc9";No;"3810.02";Yes;"Н 238 : Нажата кнопка ''СТОП''";0;0;""
"N238\F03";"$System";"Пускатель включен";No;No;0;No;Off;"";"";On;720;Direct;"plc9";No;"3810.03";Yes;"Н 238 : Пускатель включен";0;0;""
"N238\F06";"$System";"Нет исполнения команд";No;No;0;No;Off;"";"";On;320;Direct;"plc9";No;"3810.06";Yes;"Н 238 : Нет исполнения команд";0;0;""
"N238\F07";"$System";"Экстренный стоп";No;No;0;No;Off;"";"";On;320;Direct;"plc9";No;"3810.07";Yes;"Н 238 : Экстренный стоп";0;0;""
"N238\FRM";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.08";Yes;"Н 238 : Режим ''Местный''";0;0;""
"N238\FRDB";"$System";"Режим ''Дистанция без блокировок''";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.09";Yes;"Н 238 : Режим ''Дистанция без блокировок''";0;0;""
"N238\FRD";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.10";Yes;"Н 238 : Режим ''Дистанция''";0;0;""
"N238\FRA";"$System";"Режим ''Автомат''";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.11";Yes;"Н 238 : Режим ''Автомат''";0;0;""
"N238\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.12";Yes;"Н 238 : Неготовность";0;0;""
"N238\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.13";Yes;"Н 238 : Пуск";0;0;""
"N238\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.14";Yes;"Н 238 : Работа";0;0;""
"N238\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc9";No;"3810.15";Yes;"Н 238 : Авария";0;0;""
"N238\ON";"$System";"Включить";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3904.06";No;"Н 238 : Включить";0;0;""
"N238\OFF";"$System";"Выключить";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3904.07";No;"Н 238 : Выключить";0;0;""
"N238\RM";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3904.08";No;"Н 238 : Режим ''Местный''";0;0;""
"N238\RDB";"$System";"Режим ''Дистанция без блокировок''";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3904.09";No;"Н 238 : Режим ''Дистанция без блокировок''";0;0;""
"N238\RD";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3904.10";No;"Н 238 : Режим ''Дистанция''";0;0;""
"N238\RA";"$System";"Режим ''Автомат''";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3904.11";No;"Н 238 : Режим ''Автомат''";0;0;""
"K301PP\F01";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc4";No;"D1650.00";Yes;"К301ПЧ :Работа";0;0;""
"K301PP\F02";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc4";No;"D1650.03";Yes;"К301ПЧ :Авария";0;0;""
"K301PP\F03";"$System";"Перегрузка по току.  (OC)   Авария заземления.  (G";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.00";Yes;"К 301 ПЧ : Перегрузка по току.  (OC)   Авария заземления.  (GF)";0;0;""
"K301PP\F04";"$System";"Превышение напряжения в цепи электропитания  (OV)";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.01";Yes;"К 301 ПЧ : Превышение напряжения в цепи электропитания  (OV)";0;0;""
"K301PP\F07";"$System";"Перегрузка инвертора.  (OL2)";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.02";Yes;"К 301 ПЧ : Перегрузка инвертора.  (OL2)";0;0;""
"K301PP\F08";"$System";"Перегрев инвертора.  (OH1,OH2)";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.03";Yes;"К 301 ПЧ : Перегрев инвертора.  (OH1,OH2)";0;0;""
"K301PP\F09";"$System";"Перегрузка двигателя (OL1) или превышение момента ";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.09";Yes;"К 301 ПЧ : Перегрузка двигателя (OL1) или превышение момента 1 (OL3)";0;0;""
"K301PP\F10";"$System";"Определено снижение напряжения питания силовой цеп";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.11";Yes;"К 301 ПЧ : Определено снижение напряжения питания силовой цепи (UV)";0;0;""
"K301PP\F11";"$System";"Пропадание фазы входного напряжения (LF)";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.13";Yes;"К 301 ПЧ : Пропадание фазы входного напряжения (LF)";0;0;""
"K301PP\F12";"$System";"Коммуникационная ошибка RS-422A/485 (CE)";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"D1651.14";Yes;"К 301 ПЧ : Коммуникационная ошибка RS-422A/485 (CE)";0;0;""
"K301PP\F13";"$System";"Нет связи с ПЧ К301";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"5300.03";Yes;"К 301 ПЧ : Нет связи с ПЧ К301";0;0;""
"MH\RESET\15";"$System";"Сброс счетчика моточасов 15";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.04";No;"МЧ : Сброс счетчика моточасов 15";0;0;""
"MH\RESET\401";"$System";"Сброс счетчика моточасов 401";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.05";No;"МЧ : Сброс счетчика моточасов 401";0;0;""
"MH\RESET\419";"$System";"Сброс счетчика моточасов 419";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.06";No;"МЧ : Сброс счетчика моточасов 419";0;0;""
"MH\RESET\421";"$System";"Сброс счетчика моточасов 421";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.07";No;"МЧ : Сброс счетчика моточасов 421";0;0;""
"MH\RESET\1R";"$System";"Сброс счетчика моточасов 1Р";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.08";No;"МЧ : Сброс счетчика моточасов 1Р";0;0;""
"IOServer\PLC1_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc1";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC2_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc2";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC3_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc3";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC4_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc4";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC5_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc5";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC6_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc6";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC7_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc7";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC8_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc8";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PLC9_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"plc9";No;"$SYS$ForceFailover";No;"";0;0;""
"IOServer\PEP_Failover";"$System";"";No;No;0;No;Off;"";"";None;750;Direct;"INT";No;"$SYS$ForceFailover";No;"";0;0;""
"PG\FIRE2";"$System";" Пожар на 1Р тепл.";No;No;0;No;Off;"";"";On;370;Direct;"plc7";No;"4665.15";No;"ПГ : Пожар на 1Р тепл.";0;0;""
"K271\F30";"$System";"Заштыбовка желоба 277";No;No;0;No;Off;"";"";On;320;Direct;"plc6";No;"5618.04";Yes;"К 271 : Заштыбовка желоба 277";0;0;""
"Mikon_V1V2\F02";"$System";"Нажата кнопка ''СТОП''";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4665.01";Yes;"1-В2 : Нажата кнопка ''СТОП''";0;0;""
"Mikon_V1V2\F06";"$System";"Нет исполнения команд";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4665.02";Yes;"1-В2 : Нет исполнения команд";0;0;""
